ID,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60
10002,1690.8391,395.19974,1690.7899,402.04205,1696.8867,403.85364,1695.0636,402.2654,1697.82,405.67645,1697.8549,400.98526,1699.9133,399.22028,1689.0709,405.5792,1696.2357,402.80038,1699.2421,393.54807,1698.1411,405.9276,1695.3259,400.11017,1702.426,396.17636,1689.561,398.25427,1695.5059,404.89648,1698.5054,393.89572,1701.7485,405.01578,1692.7517,405.03632,1701.0051,401.15762,1702.4033,402.82523,1695.8374,405.54007,1701.4908,410.74954,1699.406,406.2306,1703.5583,408.0202,1708.6505,406.1195,1705.3983,409.31375,1707.3214,406.66327,1697.6273,410.26508,1706.5942,412.39963,1698.3453,407.37003
10015,717.96326,1250.6263,721.8947,1250.2639,720.5464,1249.9755,719.4648,1252.6505,719.8545,1254.6068,718.8276,1255.5393,721.9018,1252.0148,721.8406,1252.8,723.87244,1248.3796,719.2091,1250.1235,723.17505,1248.7568,721.36975,1249.3411,718.14343,1254.196,722.4631,1251.1917,721.3773,1249.7747,723.64935,1250.1488,715.9268,1252.5968,722.25714,1254.242,725.374,1251.4304,718.5463,1252.5233,721.3456,1249.3065,718.369,1250.5524,718.31665,1254.5181,720.94055,1249.0884,724.0626,1251.389,721.9211,1250.7086,725.47314,1249.5542,723.25885,1252.4229,725.1976,1248.5165,720.7626,1251.7981
10019,578.97253,1274.5076,578.9845,1274.8667,578.13727,1273.4325,582.3649,1275.0582,581.98944,1274.841,580.25726,1277.5444,578.4752,1273.2123,579.2571,1271.8295,580.0146,1275.2089,582.93536,1272.4235,579.0875,1272.4652,577.5833,1273.9275,580.2739,1270.1035,577.6722,1268.7997,579.07886,1270.7596,578.6197,1271.2423,578.97705,1268.4221,578.89087,1271.7051,580.182,1270.6804,576.10693,1269.7701,577.8969,1271.4764,579.65717,1271.2584,578.1854,1271.457,576.0835,1268.2795,579.616,1271.4432,576.20886,1265.5385,578.71735,1266.4777,577.5826,1270.0388,576.6571,1269.0142,576.2219,1268.9722
10028,1687.7745,340.02725,1689.244,336.13593,1684.6144,344.09384,1681.6116,343.67453,1682.8223,351.42273,1696.0294,338.48624,1678.9994,347.09393,1684.7717,348.2884,1685.9744,346.36453,1690.0454,343.14368,1680.8374,337.6808,1692.4021,350.70374,1689.4052,341.76108,1679.0177,343.0736,1697.5774,350.65152,1680.3776,349.72714,1695.205,351.59616,1683.3369,345.22998,1684.3424,350.0797,1683.2772,347.76025,1679.8066,342.0055,1684.1426,340.7316,1684.0264,347.7364,1692.2899,352.9837,1692.1671,353.60065,1685.287,342.63882,1688.3606,357.33633,1684.5916,348.26456,1685.0162,346.9849,1686.8613,348.61826
1003,2095.923,678.3792,2095.6057,685.1038,2095.1223,682.9889,2095.9294,687.04584,2094.4646,682.2007,2096.2373,678.42053,2099.9397,680.8639,2094.39,682.4075,2097.7444,681.76886,2096.0789,681.94653,2095.7988,684.4361,2096.4492,680.2645,2094.267,679.8504,2098.9614,681.7955,2100.4617,679.0362,2094.0286,681.1105,2090.2886,682.3742,2098.6719,684.7355,2094.7778,682.1974,2094.0483,680.897,2098.938,677.68384,2095.2004,675.3104,2092.936,677.78955,2097.7463,679.0434,2095.0645,678.2749,2096.3584,681.79785,2097.0103,679.57855,2101.4915,672.1808,2096.855,679.8257,2098.236,679.5821
10069,1880.8022,530.8858,1880.127,537.0124,1885.2966,538.5139,1883.3154,536.4679,1885.5874,541.4207,1886.7609,536.6195,1889.0889,535.652,1879.9983,540.4275,1886.1345,539.52637,1888.6118,533.01086,1887.3057,542.6102,1886.2323,537.98535,1891.2238,534.64844,1881.0349,536.5796,1888.5204,541.0989,1889.9786,533.2927,1891.5751,542.523,1886.3553,543.5882,1892.0747,539.39966,1892.4858,541.7476,1886.9478,543.93335,1891.6796,547.71625,1891.6494,546.0755,1894.0095,545.81915,1898.7319,547.0025,1895.3593,547.4831,1896.9991,546.92114,1891.945,550.0081,1898.427,552.05096,1893.324,546.49634
10075,371.3537,1026.4142,372.32825,1023.17365,370.02,1026.0476,373.44266,1026.6455,373.6372,1025.856,373.7057,1023.5681,373.8142,1022.8939,371.03436,1023.77856,369.42224,1025.4225,372.6946,1026.2479,371.3718,1025.4208,369.40823,1023.16766,369.68692,1023.7249,369.84073,1023.8573,370.85638,1022.8359,369.16605,1024.7301,370.19803,1024.1945,368.9869,1023.5177,374.45377,1022.3342,371.19183,1025.6638,367.0505,1027.397,370.75153,1023.5385,370.7303,1024.8857,369.2807,1022.1228,372.24435,1023.34705,368.81775,1022.0614,371.0618,1021.2154,368.4309,1025.2638,369.15686,1026.4108,370.94223,1023.7595
10078,196.32309,1551.3767,196.5316,1550.0007,196.5579,1553.3022,198.40602,1552.8069,195.83937,1550.6659,196.60658,1552.3611,196.97865,1551.6766,198.04361,1553.1182,197.5677,1551.1222,198.76727,1551.0872,195.06471,1552.3058,196.27766,1550.3038,196.83282,1553.1552,194.59851,1552.8497,195.82866,1551.5596,195.45122,1550.0244,196.52208,1549.7589,196.24666,1549.6111,195.4754,1550.0228,196.07397,1549.91,194.7791,1550.0691,197.06305,1549.7036,197.29721,1549.9719,196.66884,1550.1105,195.66881,1550.9757,194.78143,1548.2919,197.32613,1549.9896,194.83443,1549.6632,196.59561,1549.8383,195.00577,1549.8823
10082,1751.1229,433.51987,1746.567,436.3098,1749.4403,436.2809,1747.8119,435.78183,1750.4609,442.281,1755.245,439.45947,1748.0878,438.04962,1751.1138,443.945,1746.2782,441.12918,1752.1465,437.7047,1751.1669,443.27127,1761.7753,445.2306,1753.0546,441.3693,1752.4255,446.6694,1759.0684,442.82693,1753.8601,443.27927,1757.432,442.1183,1754.2413,447.4693,1750.8134,443.92307,1761.2083,449.67987,1751.6523,447.8627,1753.5992,446.88956,1759.4279,450.3624,1761.517,453.6097,1753.8344,449.48798,1751.3813,446.03336,1755.6469,451.76636,1757.0974,453.49582,1762.336,449.47516,1760.7611,452.44803
10095,713.3681,1559.6819,722.1384,1556.8615,718.9306,1559.2478,716.7732,1561.414,713.3421,1553.6339,713.2375,1558.3208,717.6397,1556.5875,716.027,1558.3617,713.51953,1558.5925,711.4796,1556.1207,712.349,1560.087,715.3583,1557.567,713.3286,1560.6194,717.87054,1560.5267,713.4011,1557.126,714.1527,1553.1062,716.3324,1560.072,708.7982,1560.3895,720.9318,1555.6782,717.01044,1556.4385,718.8445,1552.0496,712.4079,1556.8615,712.78394,1555.2864,713.65784,1555.0662,716.9442,1557.5726,716.10156,1555.9551,716.2561,1553.7596,711.6679,1558.3035,715.9966,1561.1921,709.8473,1558.3115
